case,cells,time_us,strategy,executor,julia_or_neon,threads,node
LDC_N50,125000.0,4597.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N50,125000.0,1880.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N50,125000.0,1771.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N50,125000.0,1705.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N50,125000.0,27244.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N50,125000.0,931.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N50,125000.0,927.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N50,125000.0,1034.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N50,125000.0,914.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N50,125000.0,907.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N60,216000.0,6745.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N60,216000.0,6762.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N60,216000.0,6675.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N60,216000.0,2214.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N60,216000.0,1985.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N60,216000.0,1973.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N60,216000.0,1255.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N60,216000.0,1174.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N60,216000.0,1157.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N60,216000.0,1175.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N60,216000.0,1141.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N60,216000.0,1136.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N180,5832000.0,155978.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,155936.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,155960.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,17744.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,17529.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,17764.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,14461.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,14399.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,14376.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,14355.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,14303.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N180,5832000.0,14289.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N70,343000.0,9972.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N70,343000.0,9972.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N70,343000.0,9978.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N70,343000.0,2434.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N70,343000.0,2291.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N70,343000.0,2263.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N70,343000.0,1535.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N70,343000.0,1460.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N70,343000.0,1451.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N70,343000.0,1466.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N70,343000.0,1449.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N70,343000.0,1432.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N80,512000.0,14396.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N80,512000.0,14398.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N80,512000.0,14328.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N80,512000.0,2997.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N80,512000.0,2823.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N80,512000.0,2810.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N80,512000.0,1910.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N80,512000.0,1848.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N80,512000.0,1851.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N80,512000.0,1863.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N80,512000.0,1830.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N80,512000.0,1830.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N90,729000.0,23986.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N90,729000.0,24035.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N90,729000.0,23946.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N90,729000.0,3387.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N90,729000.0,3186.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N90,729000.0,3564.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N90,729000.0,2418.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N90,729000.0,2341.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N90,729000.0,2365.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N90,729000.0,2347.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N90,729000.0,16380.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N90,729000.0,2337.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N100,1000000.0,28668.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,28566.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,28671.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,4041.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,3846.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,3826.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,3014.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,2961.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,2962.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,2967.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,2928.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N100,1000000.0,2924.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N190,6859000.0,173859.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,173576.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,173588.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,20317.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,20235.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,20249.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,16857.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,16777.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,16757.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,16706.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,16615.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N190,6859000.0,16640.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N110,1331000.0,39489.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,39502.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,39520.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,5115.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,4923.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,4943.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,3777.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,3716.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,3714.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,3705.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,3672.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N110,1331000.0,3668.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N120,1728000.0,48537.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,48306.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,48366.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,6088.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,5983.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,5971.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,4669.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,4602.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,4604.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,4593.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,4558.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N120,1728000.0,4551.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N130,2197000.0,66163.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,66077.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,66130.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,7400.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,7285.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,7259.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,5690.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,5648.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,5809.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,5638.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,5585.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N130,2197000.0,5594.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N200,8000000.0,205196.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,205008.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,205092.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,23356.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,23609.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,23257.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,19471.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,19401.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,19383.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,19338.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,19238.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N200,8000000.0,19240.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N140,2744000.0,72067.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,71959.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,71995.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,8898.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,8779.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,8665.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,6924.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,6874.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,6864.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,6849.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,6802.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N140,2744000.0,6788.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N150,3375000.0,95020.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,95076.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,95038.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,11194.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,10961.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,10927.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,8483.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,8403.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,8422.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,8366.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,8328.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N150,3375000.0,8326.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N160,4096000.0,118467.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,118500.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,118501.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,13214.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,12826.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,12712.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,10120.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,10065.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,10048.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,9998.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,9947.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N160,4096000.0,9940.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N220,10648000.0,269016.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,268925.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,268875.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,30338.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,30712.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,30204.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,25617.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,25534.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,25506.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,25321.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,25203.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N220,10648000.0,25222.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N170,4913000.0,154961.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,154968.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,154937.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,15018.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,14775.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,14838.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,11950.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,11868.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,11864.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,11772.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,11738.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N170,4913000.0,11731.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N180,5832000.0,154527.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,154428.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,154389.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,17403.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,17184.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,17085.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,13966.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,13922.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,13909.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,13830.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,13795.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N180,5832000.0,13804.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N240,13824000.0,356347.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,356341.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,356647.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,38590.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,38590.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,38522.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,32865.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,32821.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,32815.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,32521.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,32459.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N240,13824000.0,32487.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N190,6859000.0,172638.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,172592.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,172612.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,19918.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,19680.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,19794.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,16269.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,16178.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,16216.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,16105.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,16069.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N190,6859000.0,16113.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N200,8000000.0,203657.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,203718.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,203609.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,22765.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,23052.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,22623.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,18795.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,18748.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,18818.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,18637.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,18603.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N200,8000000.0,18612.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N260,17576000.0,447956.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,447818.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,447853.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,48614.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
