case,cells,time_us,strategy,executor,julia_or_neon,threads,node
LDC_N260,17576000.0,48328.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,50283.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,41639.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,41533.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,41508.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,41118.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,41059.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N260,17576000.0,41080.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N220,10648000.0,266775.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,266643.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,266614.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,29859.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,29295.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,29296.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,24723.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,24703.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,24665.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,24413.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,24404.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N220,10648000.0,24385.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N240,13824000.0,352888.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,352816.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,352943.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,37318.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,37223.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,37722.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,31777.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,31775.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,31745.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,31343.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,31380.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N240,13824000.0,31336.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N280,21952000.0,607399.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,607334.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,607338.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,60136.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,60646.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,60736.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,51790.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,51696.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,51662.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,51126.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,51087.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N280,21952000.0,51073.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N260,17576000.0,443233.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,443208.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,443174.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,47568.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,46508.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,46653.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,40288.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,40130.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,40187.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,39639.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,39634.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N260,17576000.0,39626.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N280,21952000.0,601261.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,601198.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,601245.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,58707.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,57626.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,57772.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,50089.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,50017.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,50028.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,49342.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,49349.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N280,21952000.0,49335.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N300,27000000.0,665143.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,664938.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,664957.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,73357.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,73238.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,74438.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,63746.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,63679.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,63672.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,62846.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,62837.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N300,27000000.0,62803.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N300,27000000.0,659418.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,659516.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,659572.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,70789.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,70595.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,70394.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,61635.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,61629.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,61562.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,60686.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,60693.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N300,27000000.0,60664.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N320,32768000.0,881354.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,881505.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,881492.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,89134.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,88502.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,89599.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,77550.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,77400.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,77484.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,76347.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,76232.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N320,32768000.0,76232.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N320,32768000.0,871238.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,871142.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,871254.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,85380.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,84919.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,85115.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,74998.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,74950.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,75052.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,73736.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,73702.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N320,32768000.0,73687.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N340,39304000.0,1052695.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,1052425.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,1052420.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,106328.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,107296.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,106049.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,93321.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,93241.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,93169.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,91905.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,91730.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
LDC_N340,39304000.0,91664.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h100
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N340,39304000.0,1042090.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,1041937.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,1042460.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,102201.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,101620.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,101618.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,90457.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,90283.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,90368.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,88758.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,88833.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N340,39304000.0,88699.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N360,46656000.0,1133276.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,1133298.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,1133480.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,120348.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,119882.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,120288.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,107594.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,107599.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,107445.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,105747.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,105605.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N360,46656000.0,105597.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N380,54872000.0,1479469.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,1479746.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,1480035.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,141818.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,141064.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,141234.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,126533.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,126449.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,126487.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,124530.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,124496.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N380,54872000.0,124481.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
LDC_N400,64000000.0,1883875.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,1883726.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,1884382.0,Global Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,164426.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,166373.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,164093.0,Cell-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,147494.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,147357.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,147431.0,Global Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,145064.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,145004.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
LDC_N400,64000000.0,145114.0,Face-Based,GPU,NeoN + Julia,1.0,gpu-nvidia-h200
,,,,,,,
LDC_N10,1000.0,1865.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N10,1000.0,1810.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N10,1000.0,1806.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N20,8000.0,1926.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N20,8000.0,1861.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N20,8000.0,1867.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N30,27000.0,2345.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N30,27000.0,2250.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N30,27000.0,2269.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N40,64000.0,3795.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N40,64000.0,3781.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N40,64000.0,3748.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N50,125000.0,5351.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N50,125000.0,5269.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N50,125000.0,5304.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N60,216000.0,7791.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N60,216000.0,7716.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N60,216000.0,7732.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N70,343000.0,11149.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N70,343000.0,11091.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N70,343000.0,11099.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N80,512000.0,15859.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N80,512000.0,15799.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N80,512000.0,15753.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N90,729000.0,25635.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N90,729000.0,25569.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N90,729000.0,25592.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N100,1000000.0,30822.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N100,1000000.0,30761.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N100,1000000.0,30731.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N110,1331000.0,42121.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N110,1331000.0,42028.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N110,1331000.0,42092.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N120,1728000.0,51915.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N120,1728000.0,51888.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N120,1728000.0,51890.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N130,2197000.0,70288.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N130,2197000.0,70230.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N130,2197000.0,70223.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N140,2744000.0,76927.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N140,2744000.0,76903.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N140,2744000.0,76857.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N150,3375000.0,100735.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N150,3375000.0,100834.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N150,3375000.0,100851.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N160,4096000.0,126278.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N160,4096000.0,126174.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N160,4096000.0,126276.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N170,4913000.0,165150.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N170,4913000.0,165150.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N170,4913000.0,164987.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N180,5832000.0,163654.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N180,5832000.0,163778.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N180,5832000.0,163552.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N190,6859000.0,185207.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N190,6859000.0,185141.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N190,6859000.0,184960.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N200,8000000.0,217841.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N200,8000000.0,217908.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N200,8000000.0,217826.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N220,10648000.0,287817.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N220,10648000.0,287738.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N220,10648000.0,287841.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N240,13824000.0,374908.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N240,13824000.0,374807.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N240,13824000.0,375014.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N260,17576000.0,470164.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N260,17576000.0,469726.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N260,17576000.0,469972.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N280,21952000.0,640782.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N280,21952000.0,640589.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N280,21952000.0,640540.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N300,27000000.0,709621.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N300,27000000.0,709422.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N300,27000000.0,709509.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N320,32768000.0,925495.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N320,32768000.0,925480.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N320,32768000.0,925450.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N340,39304000.0,1110639.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N340,39304000.0,1110746.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N340,39304000.0,1110581.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N360,46656000.0,1212233.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N360,46656000.0,1212330.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N360,46656000.0,1212385.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N380,54872000.0,1578589.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N380,54872000.0,1578681.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N380,54872000.0,1578674.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N400,64000000.0,2005832.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N400,64000000.0,2005993.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N400,64000000.0,2005907.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N10,1000.0,1155.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
LDC_N10,1000.0,1134.0,Face-Based,GPU,NeoN,,gpu-nvidia-h200
