case,cells,time_us,strategy,executor,julia_or_neon,threads,node,nnz
LDC_N90,729000.0,2819.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N90,729000.0,1094.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N90,729000.0,932.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N90,729000.0,925.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N90,729000.0,1688.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N90,729000.0,1584.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N90,729000.0,1600.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1384.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1340.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1342.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,2110.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,2092.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,2126.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,3267.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,3206.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,3195.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1263.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1084.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1081.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1858.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1771.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1823.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,1783.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,1736.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,1743.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,2542.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,2528.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,2543.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,4203.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,4168.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,4145.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,1477.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,1374.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,1321.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,2335.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,2301.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N110,1331000.0,2293.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,2151.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,2096.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,2105.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,3113.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,3097.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,3124.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,5103.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,5071.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,5022.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,1685.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,1539.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,1544.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,2664.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,2604.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N120,1728000.0,2623.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N10,1000.0,168.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,102.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,99.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,427.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,417.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,403.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,498.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,415.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,405.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,488.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,275.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,263.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,595.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,557.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N10,1000.0,556.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,159.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,119.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,103.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,433.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,413.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,410.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,516.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,423.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,418.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,521.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,273.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,263.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,598.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,558.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N20,8000.0,547.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N130,2197000.0,2969.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,2915.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,2917.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,3638.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,3714.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,3612.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,6945.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,6823.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,6835.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,1938.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,1827.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,1785.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,3152.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,3117.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N130,2197000.0,3066.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N30,27000.0,164.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,128.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,124.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,451.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,434.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,428.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,558.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,471.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,473.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,462.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,282.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,273.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,607.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,567.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N30,27000.0,560.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,546.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,379.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,377.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1065.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1047.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1032.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1167.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1062.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1057.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,698.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,490.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,513.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1123.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1087.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N40,64000.0,1081.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N140,2744000.0,3122.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,3084.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,3079.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,4380.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,4344.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,4442.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,7339.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,7256.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,7330.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,2233.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,2117.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,2103.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,3701.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,3530.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N140,2744000.0,3489.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N50,125000.0,541.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,442.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,443.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1113.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1093.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1096.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1275.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1193.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1191.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,704.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,523.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,523.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1161.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1131.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N50,125000.0,1124.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,588.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,536.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,538.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1256.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1247.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1229.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1496.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1402.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1404.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,869.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,617.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,603.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1305.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1238.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N60,216000.0,1238.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N150,3375000.0,4050.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,3994.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,3995.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,5714.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,5698.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,5792.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,9841.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,9796.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,9775.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,2659.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,2542.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,2525.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,4684.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,4638.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N150,3375000.0,4583.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N70,343000.0,704.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,649.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,648.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1386.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1368.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1358.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1752.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1665.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1647.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,868.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,679.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,682.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1356.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1316.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N70,343000.0,1320.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,864.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,819.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,815.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,1557.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,1566.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,1542.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,2115.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,2025.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,2023.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,976.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,805.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,799.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,1480.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,1426.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N80,512000.0,1422.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1231.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1178.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1182.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1837.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1835.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1830.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,2911.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,2827.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,2816.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1108.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,941.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,929.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1723.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1638.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N90,729000.0,1653.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N160,4096000.0,5062.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,5011.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,5029.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,6580.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,6558.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,6565.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,12026.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,11938.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,11964.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,3004.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,2903.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,2936.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,5262.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,5224.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N160,4096000.0,5187.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h100,
LDC_N100,1000000.0,1386.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,1384.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,1374.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,2188.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,2195.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,2155.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,3289.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,3297.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,3279.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,1252.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,1102.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,1098.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,1876.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,1806.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N100,1000000.0,1806.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,1791.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,1753.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,1740.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,2680.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,2635.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,2609.0,Cell-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,4296.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,4251.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,4237.0,Face-Based,GPU,NeoN,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,1464.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,1295.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,1292.0,Face-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,2305.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,2369.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N110,1331000.0,2338.0,Cell-Based,GPU,JuNe,1.0,gpu-nvidia-h200,
LDC_N170,4913000.0,6378.0,Fused Face-Based,GPU,NeoN,1.0,gpu-nvidia-h100,
