time_mean_ms,time_median_ms,gc_time_mean_ms,gc_time_median_ms,case,case_long,strategy,variant,language,precision,executor,use_kernelAbstractions,use_fusing,Threads,cells,ms_normed,varDisplay,varType
0.3949970775,0.4485915,0.0112245763,0.0,LDC-343000,LDC-343000,faceBased,PrecalculatedWeightsUpwind,julia,float64,cpu,True,True,32,343000,1.1515949781341108e-06,Upwind (Prec.),Precalculated Weights
0.386277997,0.4397945,0.0112509776,0.0,LDC-343000,LDC-343000,faceBased,DynamicCDF,julia,float64,cpu,True,True,32,343000,1.126174918367347e-06,Linear (Dyn.),Dynamic
0.383503076,0.437582,0.0112654554,0.0,LDC-343000,LDC-343000,faceBased,PrecalculatedWeightsCDF,julia,float64,cpu,True,True,32,343000,1.1180847696793004e-06,Linear (Prec.),Precalculated Weights
0.3648397532999999,0.289278,0.0113900687,0.0,LDC-343000,LDC-343000,faceBased,HardCodedUpwind,julia,float64,cpu,True,True,32,343000,1.0636727501457724e-06,Upwind (Stat.),Hardcoded
0.3722070537,0.2994315,0.0115766132,0.0,LDC-343000,LDC-343000,faceBased,Fused,julia,float64,cpu,True,True,32,343000,1.085151760058309e-06,Fused,Fused
0.7227879405123752,0.722874,0.0,0.0,LDC-343000,LDC-343000,globalFaceBased,HardCodedCDF,julia,float64,cpu,True,True,32,343000,2.1072534708815602e-06,Linear (Stat.),Hardcoded
0.6934243037078184,0.686624,0.0,0.0,LDC-343000,LDC-343000,globalFaceBased,DynamicUpwind,julia,float64,cpu,True,True,32,343000,2.0216452003143393e-06,Upwind (Dyn.),Dynamic
0.7358733585322723,0.732282,0.0,0.0,LDC-343000,LDC-343000,globalFaceBased,PrecalculatedWeightsUpwind,julia,float64,cpu,True,True,32,343000,2.145403377645109e-06,Upwind (Prec.),Precalculated Weights
0.7316831460805862,0.732096,0.0,0.0,LDC-343000,LDC-343000,globalFaceBased,DynamicCDF,julia,float64,cpu,True,True,32,343000,2.1331870148122045e-06,Linear (Dyn.),Dynamic
0.7393411918862897,0.7366925,0.0,0.0,LDC-343000,LDC-343000,globalFaceBased,PrecalculatedWeightsCDF,julia,float64,cpu,True,True,32,343000,2.1555136789687747e-06,Linear (Prec.),Precalculated Weights
0.702938274531888,0.696337,0.0,0.0,LDC-343000,LDC-343000,globalFaceBased,HardCodedUpwind,julia,float64,cpu,True,True,32,343000,2.0493827245827636e-06,Upwind (Stat.),Hardcoded
1.5022972098616958,1.5016245,0.0,0.0,LDC-343000,LDC-343000,globalFaceBased,Fused,julia,float64,cpu,True,True,32,343000,4.379875247410192e-06,Fused,Fused
1.59573418550447,1.5710195,0.0259514853128991,0.0,LDC-343000,LDC-343000,batchedFace,HardCodedCDF,julia,float64,cpu,True,True,32,343000,4.652286255115073e-06,Linear (Stat.),Hardcoded
1.5722993014474511,1.5454345,0.0287209005663939,0.0,LDC-343000,LDC-343000,batchedFace,DynamicUpwind,julia,float64,cpu,True,True,32,343000,4.583962977980907e-06,Upwind (Dyn.),Dynamic
1.6852838519392916,1.662926,0.0266501487352445,0.0,LDC-343000,LDC-343000,batchedFace,PrecalculatedWeightsUpwind,julia,float64,cpu,True,True,32,343000,4.9133639998230075e-06,Upwind (Prec.),Precalculated Weights
1.5770134786999053,1.543002,0.0334771467339854,0.0,LDC-343000,LDC-343000,batchedFace,DynamicCDF,julia,float64,cpu,True,True,32,343000,4.597706934985147e-06,Linear (Dyn.),Dynamic
