time_mean_ms,time_median_ms,gc_time_mean_ms,gc_time_median_ms,case_short,case_long,strategy,variant,language,precision,executor,use_kernelAbstractions,use_fusing,Threads
0.5176486734460931,0.483008,0.0,0.0,LDC-1331000,LDC-1331000,faceBased,HardCodedCDF,julia,float64,gpu,true,true,1
0.5992882007220216,0.593371,0.0,0.0,LDC-1331000,LDC-1331000,faceBased,DynamicUpwind,julia,float64,gpu,true,true,1
0.6229045229036296,0.625883,0.0,0.0,LDC-1331000,LDC-1331000,faceBased,PrecalculatedWeightsUpwind,julia,float64,gpu,true,true,1
0.5971934632829374,0.583819,0.0,0.0,LDC-1331000,LDC-1331000,faceBased,DynamicCDF,julia,float64,gpu,true,true,1
0.6240539912214699,0.627507,0.0,0.0,LDC-1331000,LDC-1331000,faceBased,PrecalculatedWeightsCDF,julia,float64,gpu,true,true,1
0.5967445054536737,0.584123,0.0,0.0,LDC-1331000,LDC-1331000,faceBased,HardCodedUpwind,julia,float64,gpu,true,true,1
0.5935613740612707,0.574143,0.0,0.0,LDC-1331000,LDC-1331000,faceBased,Fused,julia,float64,gpu,true,true,1
0.27019527740000004,0.2712995,0.0,0.0,LDC-1331000,LDC-1331000,batchedFace,HardCodedCDF,julia,float64,gpu,true,true,1
0.2528842624,0.2563255,0.0,0.0,LDC-1331000,LDC-1331000,batchedFace,DynamicUpwind,julia,float64,gpu,true,true,1
0.22789441940000002,0.2273175,0.0,0.0,LDC-1331000,LDC-1331000,batchedFace,PrecalculatedWeightsUpwind,julia,float64,gpu,true,true,1
0.2259974541,0.225475,0.0,0.0,LDC-1331000,LDC-1331000,batchedFace,DynamicCDF,julia,float64,gpu,true,true,1
0.22761711040000002,0.2270535,0.0,0.0,LDC-1331000,LDC-1331000,batchedFace,PrecalculatedWeightsCDF,julia,float64,gpu,true,true,1
0.22345449650000002,0.222796,0.0,0.0,LDC-1331000,LDC-1331000,batchedFace,HardCodedUpwind,julia,float64,gpu,true,true,1
0.2251481708,0.2245035,0.0,0.0,LDC-1331000,LDC-1331000,batchedFace,Fused,julia,float64,gpu,true,true,1
0.6722700368222282,0.5975405,0.0,0.0,LDC-1331000,LDC-1331000,cellBased,HardCodedCDF,julia,float64,gpu,true,true,1
0.8277021686346251,0.8757,0.0,0.0,LDC-1331000,LDC-1331000,cellBased,DynamicUpwind,julia,float64,gpu,true,true,1
0.8588241698308595,0.905078,0.0,0.0,LDC-1331000,LDC-1331000,cellBased,PrecalculatedWeightsUpwind,julia,float64,gpu,true,true,1
