,case,cells,time_us,strategy,executor,julia_or_neon,threads,node,nnz,time_ms,ms_normed,us_normed,mean_normed,us_mean_normed,merged,bandwidth
285,LDC_N100,1000000,1384,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,1.384,1.3839999999999998e-06,0.001384,1.3485e-06,0.0013485,Fused Face-Based (NeoN),120.34682080924856
286,LDC_N100,1000000,1340,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,1.34,1.34e-06,0.00134,1.3485e-06,0.0013485,Fused Face-Based (NeoN),124.29850746268656
287,LDC_N100,1000000,1342,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,1.342,1.342e-06,0.001342,1.3485e-06,0.0013485,Fused Face-Based (NeoN),124.11326378539492
288,LDC_N100,1000000,2110,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,2.11,2.1099999999999997e-06,0.00211,2.1099999999999997e-06,0.00211,Cell-Based (NeoN),78.93838862559242
289,LDC_N100,1000000,2092,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,2.092,2.092e-06,0.002092,2.1099999999999997e-06,0.00211,Cell-Based (NeoN),79.61759082217974
290,LDC_N100,1000000,2126,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,2.126,2.126e-06,0.002126,2.1099999999999997e-06,0.00211,Cell-Based (NeoN),78.34430856067733
291,LDC_N100,1000000,3267,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,3.267,3.267e-06,0.003267,3.206e-06,0.003206,Face-Based (NeoN),50.98255280073462
292,LDC_N100,1000000,3206,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,3.206,3.206e-06,0.003206,3.206e-06,0.003206,Face-Based (NeoN),51.952588895820334
293,LDC_N100,1000000,3195,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,3.195,3.195e-06,0.003195,3.206e-06,0.003206,Face-Based (NeoN),52.13145539906103
294,LDC_N100,1000000,1263,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.263,1.2629999999999998e-06,0.001263,1.118e-06,0.001118,Face-Based (JuNe),131.87648456057008
295,LDC_N100,1000000,1084,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.084,1.084e-06,0.001084,1.118e-06,0.001118,Face-Based (JuNe),153.6531365313653
296,LDC_N100,1000000,1081,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.081,1.081e-06,0.001081,1.118e-06,0.001118,Face-Based (JuNe),154.0795559666975
297,LDC_N100,1000000,1858,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.858,1.858e-06,0.001858,1.823e-06,0.001823,Cell-Based (JuNe),89.64477933261571
298,LDC_N100,1000000,1771,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.771,1.771e-06,0.001771,1.823e-06,0.001823,Cell-Based (JuNe),94.04856013551664
299,LDC_N100,1000000,1823,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.823,1.823e-06,0.001823,1.823e-06,0.001823,Cell-Based (JuNe),91.36588041689522
300,LDC_N110,1331000,1783,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,1.783,1.339594290007513e-06,0.0013395942900075,1.313298271975958e-06,0.0013132982719759,Fused Face-Based (NeoN),124.43387549074592
301,LDC_N110,1331000,1736,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,1.736,1.304282494365139e-06,0.0013042824943651,1.313298271975958e-06,0.0013132982719759,Fused Face-Based (NeoN),127.80276497695851
302,LDC_N110,1331000,1743,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,1.743,1.30954169797145e-06,0.0013095416979714,1.313298271975958e-06,0.0013132982719759,Fused Face-Based (NeoN),127.2895008605852
303,LDC_N110,1331000,2542,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,2.542,1.9098422238918104e-06,0.0019098422238918,1.9353869271224647e-06,0.0019353869271224,Cell-Based (NeoN),87.27993705743509
304,LDC_N110,1331000,2528,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,2.528,1.8993238166791889e-06,0.0018993238166791,1.9353869271224647e-06,0.0019353869271224,Cell-Based (NeoN),87.76329113924051
305,LDC_N110,1331000,2543,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,2.543,1.9105935386927125e-06,0.0019105935386927,1.9353869271224647e-06,0.0019353869271224,Cell-Based (NeoN),87.24561541486433
306,LDC_N110,1331000,4203,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,4.203,3.1577761081893316e-06,0.0031577761081893,3.1705484598046585e-06,0.0031705484598046,Face-Based (NeoN),52.787437544610995
307,LDC_N110,1331000,4168,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,4.168,3.1314800901577764e-06,0.0031314800901577,3.1705484598046585e-06,0.0031705484598046,Face-Based (NeoN),53.23071017274472
308,LDC_N110,1331000,4145,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,9244400.0,4.145,3.1141998497370393e-06,0.003114199849737,3.1705484598046585e-06,0.0031705484598046,Face-Based (NeoN),53.52607961399277
309,LDC_N110,1331000,1477,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,9244400.0,1.477,1.1096919609316304e-06,0.0011096919609316,1.012396694214876e-06,0.0010123966942148,Face-Based (JuNe),150.21367637102233
310,LDC_N110,1331000,1374,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,9244400.0,1.374,1.032306536438768e-06,0.0010323065364387,1.012396694214876e-06,0.0010123966942148,Face-Based (JuNe),161.47423580786025
311,LDC_N110,1331000,1321,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,9244400.0,1.321,9.924868519909842e-07,0.0009924868519909,1.012396694214876e-06,0.0010123966942148,Face-Based (JuNe),167.95276305828918
312,LDC_N110,1331000,2335,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,9244400.0,2.335,1.754320060105184e-06,0.0017543200601051,1.7430503380916603e-06,0.0017430503380916,Cell-Based (JuNe),95.01738758029978
313,LDC_N110,1331000,2301,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,9244400.0,2.301,1.7287753568745306e-06,0.0017287753568745,1.7430503380916603e-06,0.0017430503380916,Cell-Based (JuNe),96.42138200782269
314,LDC_N110,1331000,2293,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,9244400.0,2.293,1.722764838467318e-06,0.0017227648384673,1.7430503380916603e-06,0.0017430503380916,Cell-Based (JuNe),96.75778456170956
315,LDC_N120,1728000,2151,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,2.151,1.2447916666666666e-06,0.0012447916666666,1.2196180555555557e-06,0.0012196180555555,Fused Face-Based (NeoN),133.99832635983265
316,LDC_N120,1728000,2096,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,2.096,1.212962962962963e-06,0.0012129629629629,1.2196180555555557e-06,0.0012196180555555,Fused Face-Based (NeoN),137.5145038167939
317,LDC_N120,1728000,2105,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,2.105,1.2181712962962965e-06,0.0012181712962962,1.2196180555555557e-06,0.0012196180555555,Fused Face-Based (NeoN),136.92655581947744
318,LDC_N120,1728000,3113,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,3.113,1.8015046296296296e-06,0.0018015046296296,1.8359375e-06,0.0018359375,Cell-Based (NeoN),92.5892707998715
319,LDC_N120,1728000,3097,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,3.097,1.7922453703703705e-06,0.0017922453703703,1.8359375e-06,0.0018359375,Cell-Based (NeoN),93.06761381982564
320,LDC_N120,1728000,3124,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,3.124,1.8078703703703704e-06,0.0018078703703703,1.8359375e-06,0.0018359375,Cell-Based (NeoN),92.26325224071702
321,LDC_N120,1728000,5103,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,5.103,2.953125e-06,0.002953125,2.9675925925925923e-06,0.0029675925925925,Face-Based (NeoN),56.48253968253968
322,LDC_N120,1728000,5071,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,5.071,2.9346064814814814e-06,0.0029346064814814,2.9675925925925923e-06,0.0029675925925925,Face-Based (NeoN),56.838966673239995
323,LDC_N120,1728000,5022,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,12009600.0,5.022,2.9062500000000003e-06,0.00290625,2.9675925925925923e-06,0.0029675925925925,Face-Based (NeoN),57.39354838709677
324,LDC_N120,1728000,1685,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,12009600.0,1.685,9.751157407407408e-07,0.0009751157407407,8.920717592592593e-07,0.0008920717592592,Face-Based (JuNe),171.0566172106825
325,LDC_N120,1728000,1539,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,12009600.0,1.539,8.906249999999999e-07,0.000890625,8.920717592592593e-07,0.0008920717592592,Face-Based (JuNe),187.2842105263158
326,LDC_N120,1728000,1544,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,12009600.0,1.544,8.935185185185186e-07,0.0008935185185185,8.920717592592593e-07,0.0008920717592592,Face-Based (JuNe),186.67772020725388
327,LDC_N120,1728000,2664,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,12009600.0,2.664,1.5416666666666668e-06,0.0015416666666666,1.5124421296296296e-06,0.0015124421296296,Cell-Based (JuNe),108.1945945945946
328,LDC_N120,1728000,2604,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,12009600.0,2.604,1.5069444444444443e-06,0.0015069444444444,1.5124421296296296e-06,0.0015124421296296,Cell-Based (JuNe),110.68755760368664
329,LDC_N120,1728000,2623,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,12009600.0,2.623,1.517939814814815e-06,0.0015179398148148,1.5124421296296296e-06,0.0015124421296296,Cell-Based (JuNe),109.88577964163171
330,LDC_N10,1000,168,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.168,0.000168,0.168,0.000108,0.108,Fused Face-Based (NeoN),0.9142857142857144
331,LDC_N10,1000,102,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.102,0.000102,0.102,0.000108,0.108,Fused Face-Based (NeoN),1.5058823529411764
332,LDC_N10,1000,99,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.099,9.9e-05,0.099,0.000108,0.108,Fused Face-Based (NeoN),1.5515151515151515
333,LDC_N10,1000,427,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.427,0.0004269999999999,0.427,0.000426,0.426,Cell-Based (NeoN),0.3597189695550351
334,LDC_N10,1000,417,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.417,0.000417,0.417,0.000426,0.426,Cell-Based (NeoN),0.3683453237410072
335,LDC_N10,1000,403,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.403,0.000403,0.403,0.000426,0.426,Cell-Based (NeoN),0.3811414392059553
336,LDC_N10,1000,498,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.498,0.000498,0.498,0.000432,0.432,Face-Based (NeoN),0.308433734939759
337,LDC_N10,1000,415,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.415,0.000415,0.415,0.000432,0.432,Face-Based (NeoN),0.3701204819277108
338,LDC_N10,1000,405,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.405,0.000405,0.405,0.000432,0.432,Face-Based (NeoN),0.3792592592592592
339,LDC_N10,1000,488,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,6400.0,0.488,0.000488,0.488,0.000322,0.322,Face-Based (JuNe),0.3147540983606557
340,LDC_N10,1000,275,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,6400.0,0.275,0.000275,0.275,0.000322,0.322,Face-Based (JuNe),0.5585454545454546
341,LDC_N10,1000,263,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,6400.0,0.263,0.000263,0.263,0.000322,0.322,Face-Based (JuNe),0.5840304182509506
342,LDC_N10,1000,595,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,6400.0,0.595,0.0005949999999999,0.595,0.0005949999999999,0.595,Cell-Based (JuNe),0.2581512605042017
343,LDC_N10,1000,557,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,6400.0,0.557,0.000557,0.557,0.0005949999999999,0.595,Cell-Based (JuNe),0.2757630161579892
344,LDC_N10,1000,556,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,6400.0,0.556,0.000556,0.556,0.0005949999999999,0.595,Cell-Based (JuNe),0.2762589928057554
345,LDC_N20,8000,159,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.159,1.9875e-05,0.019875,1.4125e-05,0.014125,Fused Face-Based (NeoN),8.090566037735849
346,LDC_N20,8000,119,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.119,1.4875e-05,0.014875,1.4125e-05,0.014125,Fused Face-Based (NeoN),10.810084033613446
347,LDC_N20,8000,103,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.103,1.2875e-05,0.012875,1.4125e-05,0.014125,Fused Face-Based (NeoN),12.489320388349515
348,LDC_N20,8000,433,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.433,5.4125e-05,0.054125,5.4125e-05,0.054125,Cell-Based (NeoN),2.9709006928406465
349,LDC_N20,8000,413,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.413,5.1624999999999994e-05,0.051625,5.4125e-05,0.054125,Cell-Based (NeoN),3.114769975786925
350,LDC_N20,8000,410,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.41,5.125e-05,0.05125,5.4125e-05,0.054125,Cell-Based (NeoN),3.137560975609756
351,LDC_N20,8000,516,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.516,6.45e-05,0.0645,5.5e-05,0.055,Face-Based (NeoN),2.4930232558139536
352,LDC_N20,8000,423,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.423,5.2875e-05,0.052875,5.5e-05,0.055,Face-Based (NeoN),3.0411347517730496
353,LDC_N20,8000,418,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.418,5.225e-05,0.05225,5.5e-05,0.055,Face-Based (NeoN),3.077511961722488
354,LDC_N20,8000,521,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,53600.0,0.521,6.5125e-05,0.065125,3.9e-05,0.039,Face-Based (JuNe),2.469097888675624
355,LDC_N20,8000,273,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,53600.0,0.273,3.4125e-05,0.034125,3.9e-05,0.039,Face-Based (JuNe),4.712087912087912
356,LDC_N20,8000,263,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,53600.0,0.263,3.2875e-05,0.032875,3.9e-05,0.039,Face-Based (JuNe),4.891254752851711
357,LDC_N20,8000,598,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,53600.0,0.598,7.475e-05,0.07475,7.437499999999999e-05,0.074375,Cell-Based (JuNe),2.1511705685618727
358,LDC_N20,8000,558,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,53600.0,0.558,6.975e-05,0.06975,7.437499999999999e-05,0.074375,Cell-Based (JuNe),2.3053763440860213
359,LDC_N20,8000,547,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,53600.0,0.547,6.837500000000001e-05,0.068375,7.437499999999999e-05,0.074375,Cell-Based (JuNe),2.3517367458866545
360,LDC_N130,2197000,2969,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,2.969,1.3513882567137005e-06,0.0013513882567137,1.3252162039144289e-06,0.0013252162039144,Fused Face-Based (NeoN),123.4969349949478
361,LDC_N130,2197000,2915,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,2.915,1.326809285389167e-06,0.0013268092853891,1.3252162039144289e-06,0.0013252162039144,Fused Face-Based (NeoN),125.7846998284734
362,LDC_N130,2197000,2917,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,2.917,1.327719617660446e-06,0.0013277196176604,1.3252162039144289e-06,0.0013252162039144,Fused Face-Based (NeoN),125.69845731916352
363,LDC_N130,2197000,3638,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,3.638,1.6558944014565315e-06,0.0016558944014565,1.7041420118343194e-06,0.0017041420118343,Cell-Based (NeoN),100.7868059373282
364,LDC_N130,2197000,3714,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,3.714,1.6904870277651342e-06,0.0016904870277651,1.7041420118343194e-06,0.0017041420118343,Cell-Based (NeoN),98.72439418416802
365,LDC_N130,2197000,3612,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,3.612,1.6440600819299043e-06,0.0016440600819299,1.7041420118343194e-06,0.0017041420118343,Cell-Based (NeoN),101.512292358804
366,LDC_N130,2197000,6945,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,6.945,3.1611288120163863e-06,0.0031611288120163,3.1174328629949935e-06,0.0031174328629949,Face-Based (NeoN),52.795161987041034
367,LDC_N130,2197000,6823,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,6.823,3.1055985434683663e-06,0.0031055985434683,3.1174328629949935e-06,0.0031174328629949,Face-Based (NeoN),53.73917631540378
368,LDC_N130,2197000,6835,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,15277600.0,6.835,3.11106053709604e-06,0.003111060537096,3.1174328629949935e-06,0.0031174328629949,Face-Based (NeoN),53.64482809070958
369,LDC_N130,2197000,1938,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,15277600.0,1.938,8.821119708693673e-07,0.0008821119708693,8.220300409649522e-07,0.0008220300409649,Face-Based (JuNe),189.19628482972135
370,LDC_N130,2197000,1827,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,15277600.0,1.827,8.315885298133818e-07,0.0008315885298133,8.220300409649522e-07,0.0008220300409649,Face-Based (JuNe),200.69096880131363
371,LDC_N130,2197000,1785,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,15277600.0,1.785,8.124715521165225e-07,0.0008124715521165,8.220300409649522e-07,0.0008220300409649,Face-Based (JuNe),205.41310924369748
372,LDC_N130,2197000,3152,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,15277600.0,3.152,1.4346836595357309e-06,0.0014346836595357,1.426718252162039e-06,0.001426718252162,Cell-Based (JuNe),116.32690355329947
373,LDC_N130,2197000,3117,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,15277600.0,3.117,1.4187528447883477e-06,0.0014187528447883,1.426718252162039e-06,0.001426718252162,Cell-Based (JuNe),117.63310875842156
374,LDC_N130,2197000,3066,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,15277600.0,3.066,1.3955393718707327e-06,0.0013955393718707,1.426718252162039e-06,0.001426718252162,Cell-Based (JuNe),119.58982387475538
375,LDC_N30,27000,164,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.164,6.0740740740740745e-06,0.006074074074074,4.888888888888889e-06,0.0048888888888888,Fused Face-Based (NeoN),26.86829268292683
376,LDC_N30,27000,128,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.128,4.740740740740741e-06,0.0047407407407407,4.888888888888889e-06,0.0048888888888888,Fused Face-Based (NeoN),34.425
377,LDC_N30,27000,124,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.124,4.592592592592593e-06,0.0045925925925925,4.888888888888889e-06,0.0048888888888888,Fused Face-Based (NeoN),35.535483870967745
378,LDC_N30,27000,451,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.451,1.6703703703703703e-05,0.0167037037037037,1.6592592592592594e-05,0.0165925925925925,Cell-Based (NeoN),9.770288248337028
379,LDC_N30,27000,434,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.434,1.6074074074074073e-05,0.016074074074074,1.6592592592592594e-05,0.0165925925925925,Cell-Based (NeoN),10.152995391705067
380,LDC_N30,27000,428,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.428,1.5851851851851852e-05,0.0158518518518518,1.6592592592592594e-05,0.0165925925925925,Cell-Based (NeoN),10.29532710280374
381,LDC_N30,27000,558,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.558,2.066666666666667e-05,0.0206666666666666,1.848148148148148e-05,0.0184814814814814,Face-Based (NeoN),7.896774193548387
382,LDC_N30,27000,471,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.471,1.7444444444444444e-05,0.0174444444444444,1.848148148148148e-05,0.0184814814814814,Face-Based (NeoN),9.355414012738851
383,LDC_N30,27000,473,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,183600.0,0.473,1.7518518518518518e-05,0.0175185185185185,1.848148148148148e-05,0.0184814814814814,Face-Based (NeoN),9.31585623678647
384,LDC_N30,27000,462,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,183600.0,0.462,1.7111111111111112e-05,0.0171111111111111,1.1925925925925929e-05,0.0119259259259259,Face-Based (JuNe),9.537662337662338
385,LDC_N30,27000,282,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,183600.0,0.282,1.0444444444444443e-05,0.0104444444444444,1.1925925925925929e-05,0.0119259259259259,Face-Based (JuNe),15.625531914893616
386,LDC_N30,27000,273,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,183600.0,0.273,1.0111111111111113e-05,0.0101111111111111,1.1925925925925929e-05,0.0119259259259259,Face-Based (JuNe),16.14065934065934
387,LDC_N30,27000,607,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,183600.0,0.607,2.248148148148148e-05,0.0224814814814814,2.2444444444444444e-05,0.0224444444444444,Cell-Based (JuNe),7.259308072487644
388,LDC_N30,27000,567,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,183600.0,0.567,2.1e-05,0.021,2.2444444444444444e-05,0.0224444444444444,Cell-Based (JuNe),7.771428571428571
389,LDC_N30,27000,560,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,183600.0,0.56,2.0740740740740743e-05,0.0207407407407407,2.2444444444444444e-05,0.0224444444444444,Cell-Based (JuNe),7.868571428571428
390,LDC_N40,64000,546,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,0.546,8.53125e-06,0.00853125,5.921875e-06,0.005921875,Fused Face-Based (NeoN),19.27032967032967
391,LDC_N40,64000,379,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,0.379,5.921875e-06,0.005921875,5.921875e-06,0.005921875,Fused Face-Based (NeoN),27.761477572559368
392,LDC_N40,64000,377,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,0.377,5.890625e-06,0.005890625,5.921875e-06,0.005921875,Fused Face-Based (NeoN),27.908753315649868
393,LDC_N40,64000,1065,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,1.065,1.6640625e-05,0.016640625,1.6203125e-05,0.016203125,Cell-Based (NeoN),9.87943661971831
394,LDC_N40,64000,1047,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,1.047,1.6359375e-05,0.016359375,1.6203125e-05,0.016203125,Cell-Based (NeoN),10.049283667621776
395,LDC_N40,64000,1032,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,1.032,1.6125e-05,0.016125,1.6203125e-05,0.016203125,Cell-Based (NeoN),10.195348837209302
396,LDC_N40,64000,1167,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,1.167,1.8234375e-05,0.018234375,1.6515625e-05,0.016515625,Face-Based (NeoN),9.015938303341905
397,LDC_N40,64000,1062,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,1.062,1.659375e-05,0.01659375,1.6515625e-05,0.016515625,Face-Based (NeoN),9.907344632768362
398,LDC_N40,64000,1057,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,438400.0,1.057,1.6515625e-05,0.016515625,1.6515625e-05,0.016515625,Face-Based (NeoN),9.954210028382214
399,LDC_N40,64000,698,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,438400.0,0.698,1.090625e-05,0.01090625,8.03125e-06,0.00803125,Face-Based (JuNe),15.073925501432663
400,LDC_N40,64000,490,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,438400.0,0.49,7.65625e-06,0.00765625,8.03125e-06,0.00803125,Face-Based (JuNe),21.47265306122449
401,LDC_N40,64000,513,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,438400.0,0.513,8.015625e-06,0.008015625,8.03125e-06,0.00803125,Face-Based (JuNe),20.509941520467837
402,LDC_N40,64000,1123,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,438400.0,1.123,1.7546875e-05,0.017546875,1.6890625e-05,0.016890625,Cell-Based (JuNe),9.369189670525378
403,LDC_N40,64000,1087,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,438400.0,1.087,1.6984374999999998e-05,0.016984375,1.6890625e-05,0.016890625,Cell-Based (JuNe),9.679484820607176
404,LDC_N40,64000,1081,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,438400.0,1.081,1.6890625e-05,0.016890625,1.6890625e-05,0.016890625,Cell-Based (JuNe),9.733209990749309
405,LDC_N140,2744000,3122,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,19090400.0,3.122,1.1377551020408163e-06,0.0011377551020408,1.1229956268221574e-06,0.0011229956268221,Fused Face-Based (NeoN),146.75515695067264
406,LDC_N140,2744000,3084,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,19090400.0,3.084,1.1239067055393586e-06,0.0011239067055393,1.1229956268221574e-06,0.0011229956268221,Fused Face-Based (NeoN),148.56342412451363
407,LDC_N140,2744000,3079,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,19090400.0,3.079,1.1220845481049564e-06,0.0011220845481049,1.1229956268221574e-06,0.0011229956268221,Fused Face-Based (NeoN),148.8046768431309
408,LDC_N140,2744000,4380,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,19090400.0,4.38,1.5962099125364431e-06,0.0015962099125364,1.6362973760932945e-06,0.0016362973760932,Cell-Based (NeoN),104.60493150684933
409,LDC_N140,2744000,4344,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,19090400.0,4.344,1.5830903790087463e-06,0.0015830903790087,1.6362973760932945e-06,0.0016362973760932,Cell-Based (NeoN),105.47182320441988
410,LDC_N140,2744000,4442,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,19090400.0,4.442,1.618804664723032e-06,0.001618804664723,1.6362973760932945e-06,0.0016362973760932,Cell-Based (NeoN),103.14488968932912
411,LDC_N140,2744000,7339,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,19090400.0,7.339,2.6745626822157437e-06,0.0026745626822157,2.6869533527696794e-06,0.0026869533527696,Face-Based (NeoN),62.42943180269791
412,LDC_N140,2744000,7256,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,19090400.0,7.256,2.6443148688046648e-06,0.0026443148688046,2.6869533527696794e-06,0.0026869533527696,Face-Based (NeoN),63.143550165380375
