,case,cells,time_us,strategy,executor,julia_or_neon,threads,node,nnz,time_ms,ms_normed,us_normed,mean_normed,us_mean_normed,merged,bandwidth
929,LDC_N340,39304000,34419,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,274434400.0,34.419,8.757123956849175e-07,0.0008757123956849,8.898585385711377e-07,0.0008898585385711,Cell-Based (JuNe),191.3601673494291
930,LDC_N340,39304000,43759,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,43.759,1.1133472420109912e-06,0.0011133472420109,1.0966186647669449e-06,0.0010966186647669,Fused Face-Based (NeoN),150.51590758472545
931,LDC_N340,39304000,43720,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,43.72,1.112354976592713e-06,0.0011123549765927,1.0966186647669449e-06,0.0010966186647669,Fused Face-Based (NeoN),150.6501738334858
932,LDC_N340,39304000,43672,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,43.672,1.11113372684714e-06,0.0011111337268471,1.0966186647669449e-06,0.0010966186647669,Fused Face-Based (NeoN),150.81575380106247
933,LDC_N340,39304000,49484,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,49.484,1.2590067168736007e-06,0.0012590067168736,1.2528114186851211e-06,0.0012528114186851,Cell-Based (NeoN),133.1021259396977
934,LDC_N340,39304000,49942,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,49.942,1.2706594748626094e-06,0.0012706594748626,1.2528114186851211e-06,0.0012528114186851,Cell-Based (NeoN),131.88149453365904
935,LDC_N340,39304000,49841,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,49.841,1.2680897618562997e-06,0.0012680897618562,1.2528114186851211e-06,0.0012528114186851,Cell-Based (NeoN),132.14874500912904
936,LDC_N340,39304000,98233,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,98.233,2.499313047018115e-06,0.0024993130470181,2.4843527376348464e-06,0.0024843527376348,Face-Based (NeoN),67.0490120427962
937,LDC_N340,39304000,98287,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,98.287,2.500686952981885e-06,0.0025006869529818,2.4843527376348464e-06,0.0024843527376348,Face-Based (NeoN),67.01217455004222
938,LDC_N340,39304000,98235,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,274434400.0,98.235,2.4993639324241807e-06,0.0024993639324241,2.4843527376348464e-06,0.0024843527376348,Face-Based (NeoN),67.0476469690029
939,LDC_N340,39304000,23285,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,274434400.0,23.285,5.924333401180541e-07,0.000592433340118,5.946722979849379e-07,0.0005946722979849,Face-Based (JuNe),282.86130985613056
940,LDC_N340,39304000,23195,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,274434400.0,23.195,5.901434968451049e-07,0.0005901434968451,5.946722979849379e-07,0.0005946722979849,Face-Based (JuNe),283.9588532011209
941,LDC_N340,39304000,23201,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,274434400.0,23.201,5.902961530633014e-07,0.0005902961530633,5.946722979849379e-07,0.0005946722979849,Face-Based (JuNe),283.88541873195123
942,LDC_N340,39304000,35785,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,274434400.0,35.785,9.104671280276815e-07,0.0009104671280276,8.898585385711377e-07,0.0008898585385711,Cell-Based (JuNe),184.05548693586695
943,LDC_N340,39304000,35480,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,274434400.0,35.48,9.027071036026868e-07,0.0009027071036026,8.898585385711377e-07,0.0008898585385711,Cell-Based (JuNe),185.63770011273957
944,LDC_N340,39304000,37139,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,274434400.0,37.139,9.449165479340526e-07,0.000944916547934,8.898585385711377e-07,0.0008898585385711,Cell-Based (JuNe),177.34525970004577
945,LDC_N360,46656000,46792,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,46.792,1.002914951989026e-06,0.001002914951989,1.011659807956104e-06,0.0010116598079561,Fused Face-Based (NeoN),167.1128739955548
946,LDC_N360,46656000,46707,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,46.707,1.0010931069958848e-06,0.0010010931069958,1.011659807956104e-06,0.0010116598079561,Fused Face-Based (NeoN),167.41699531119534
947,LDC_N360,46656000,46708,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,46.708,1.0011145404663925e-06,0.0010011145404663,1.011659807956104e-06,0.0010116598079561,Fused Face-Based (NeoN),167.4134109788473
948,LDC_N360,46656000,59827,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,59.827,1.2823002400548695e-06,0.0012823002400548,1.2723765432098766e-06,0.0012723765432098,Cell-Based (NeoN),130.7026192187474
949,LDC_N360,46656000,58478,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,58.478,1.253386488340192e-06,0.0012533864883401,1.2723765432098766e-06,0.0012723765432098,Cell-Based (NeoN),133.71773316460892
950,LDC_N360,46656000,59745,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,59.745,1.280542695473251e-06,0.0012805426954732,1.2723765432098766e-06,0.0012723765432098,Cell-Based (NeoN),130.8820085362792
951,LDC_N360,46656000,107089,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,107.089,2.2952889231824416e-06,0.0022952889231824,2.29752872085048e-06,0.0022975287208504,Face-Based (NeoN),73.019129882621
952,LDC_N360,46656000,107019,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,107.019,2.2937885802469135e-06,0.0022937885802469,2.29752872085048e-06,0.0022975287208504,Face-Based (NeoN),73.06689092591036
953,LDC_N360,46656000,107034,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,325814400.0,107.034,2.2941100823045267e-06,0.0022941100823045,2.29752872085048e-06,0.0022975287208504,Face-Based (NeoN),73.0566511575761
954,LDC_N360,46656000,28343,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,325814400.0,28.343,6.074888545953361e-07,0.0006074888545953,6.035772462277092e-07,0.0006035772462277,Face-Based (JuNe),275.8898352326853
955,LDC_N360,46656000,28332,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,325814400.0,28.332,6.072530864197531e-07,0.0006072530864197,6.035772462277092e-07,0.0006035772462277,Face-Based (JuNe),275.9969504447268
956,LDC_N360,46656000,28335,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,325814400.0,28.335,6.073173868312758e-07,0.0006073173868312,6.035772462277092e-07,0.0006035772462277,Face-Based (JuNe),275.9677289571202
957,LDC_N360,46656000,40754,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,325814400.0,40.754,8.734996570644718e-07,0.0008734996570644,8.859417866941015e-07,0.0008859417866941,Cell-Based (JuNe),191.8718555233842
958,LDC_N360,46656000,40679,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,325814400.0,40.679,8.718921467764061e-07,0.0008718921467764,8.859417866941015e-07,0.0008859417866941,Cell-Based (JuNe),192.22561026573908
959,LDC_N360,46656000,40616,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,325814400.0,40.616,8.705418381344307e-07,0.0008705418381344,8.859417866941015e-07,0.0008859417866941,Cell-Based (JuNe),192.5237738822139
960,LDC_N360,46656000,47788,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,47.788,1.0242626886145405e-06,0.0010242626886145,1.011659807956104e-06,0.0010116598079561,Fused Face-Based (NeoN),163.62989871934377
961,LDC_N360,46656000,47670,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,47.67,1.0217335390946503e-06,0.0010217335390946,1.011659807956104e-06,0.0010116598079561,Fused Face-Based (NeoN),164.03494021397103
962,LDC_N360,46656000,47608,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,47.608,1.0204046639231824e-06,0.0010204046639231,1.011659807956104e-06,0.0010116598079561,Fused Face-Based (NeoN),164.24856326667788
963,LDC_N360,46656000,59001,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,59.001,1.2645961934156378e-06,0.0012645961934156,1.2723765432098766e-06,0.0012723765432098,Cell-Based (NeoN),132.53242487415469
964,LDC_N360,46656000,59517,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,59.517,1.275655864197531e-06,0.0012756558641975,1.2723765432098766e-06,0.0012723765432098,Cell-Based (NeoN),131.38339634054137
965,LDC_N360,46656000,59211,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,59.211,1.2690972222222222e-06,0.0012690972222222,1.2723765432098766e-06,0.0012723765432098,Cell-Based (NeoN),132.0623803009576
966,LDC_N360,46656000,107390,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,107.39,2.3017403978052126e-06,0.0023017403978052,2.29752872085048e-06,0.0022975287208504,Face-Based (NeoN),72.81446689635906
967,LDC_N360,46656000,107298,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,107.298,2.2997685185185188e-06,0.0022997685185185,2.29752872085048e-06,0.0022975287208504,Face-Based (NeoN),72.87689984901863
968,LDC_N360,46656000,107310,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,325814400.0,107.31,2.300025720164609e-06,0.0023000257201646,2.29752872085048e-06,0.0022975287208504,Face-Based (NeoN),72.86875034945486
969,LDC_N360,46656000,27989,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,325814400.0,27.989,5.999014060356653e-07,0.0005999014060356,6.035772462277092e-07,0.0006035772462277,Face-Based (JuNe),279.37924184501054
970,LDC_N360,46656000,27952,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,325814400.0,27.952,5.991083676268862e-07,0.0005991083676268,6.035772462277092e-07,0.0006035772462277,Face-Based (JuNe),279.74905552375503
971,LDC_N360,46656000,27948,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,325814400.0,27.948,5.990226337448559e-07,0.0005990226337448,6.035772462277092e-07,0.0006035772462277,Face-Based (JuNe),279.7890940317733
972,LDC_N360,46656000,43842,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,325814400.0,43.842,9.396862139917696e-07,0.0009396862139917,8.859417866941015e-07,0.0008859417866941,Cell-Based (JuNe),178.35741070206652
973,LDC_N360,46656000,41915,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,325814400.0,41.915,8.983839163237312e-07,0.0008983839163237,8.859417866941015e-07,0.0008859417866941,Cell-Based (JuNe),186.5572134080878
974,LDC_N360,46656000,42148,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,325814400.0,42.148,9.03377914951989e-07,0.0009033779149519,8.859417866941015e-07,0.0008859417866941,Cell-Based (JuNe),185.52589921229952
975,LDC_N380,54872000,64653,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,64.653,1.178251202799242e-06,0.0011782512027992,1.1989994897215338e-06,0.0011989994897215,Fused Face-Based (NeoN),142.26257714259197
976,LDC_N380,54872000,64622,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,64.622,1.177686251640181e-06,0.0011776862516401,1.1989994897215338e-06,0.0011989994897215,Fused Face-Based (NeoN),142.33082232057194
977,LDC_N380,54872000,64658,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,64.658,1.1783423239539293e-06,0.0011783423239539,1.1989994897215338e-06,0.0011989994897215,Fused Face-Based (NeoN),142.2515759844103
978,LDC_N380,54872000,69020,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,69.02,1.2578364193031054e-06,0.0012578364193031,1.2595677212421634e-06,0.0012595677212421,Cell-Based (NeoN),133.26140828745292
979,LDC_N380,54872000,70577,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,70.577,1.286211546872722e-06,0.0012862115468727,1.2595677212421634e-06,0.0012595677212421,Cell-Based (NeoN),130.32152684302253
980,LDC_N380,54872000,69245,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,69.245,1.2619368712640328e-06,0.001261936871264,1.2595677212421634e-06,0.0012595677212421,Cell-Based (NeoN),132.8283977182468
981,LDC_N380,54872000,146423,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,146.423,2.6684465665548916e-06,0.0026684465665548,2.539564805365214e-06,0.0025395648053652,Face-Based (NeoN),62.81596743680979
982,LDC_N380,54872000,146331,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,146.331,2.6667699373086454e-06,0.0026667699373086,2.539564805365214e-06,0.0025395648053652,Face-Based (NeoN),62.85546056543043
983,LDC_N380,54872000,146289,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,383237600.0,146.289,2.6660045196092724e-06,0.0026660045196092,2.539564805365214e-06,0.0025395648053652,Face-Based (NeoN),62.87350655209893
984,LDC_N380,54872000,33566,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,383237600.0,33.566,6.117145356465957e-07,0.0006117145356465,6.111313602565972e-07,0.0006111313602565,Face-Based (JuNe),274.01842340463566
985,LDC_N380,54872000,33534,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,383237600.0,33.534,6.111313602565972e-07,0.0006111313602565,6.111313602565972e-07,0.0006111313602565,Face-Based (JuNe),274.2799069601002
986,LDC_N380,54872000,33535,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,383237600.0,33.535,6.111495844875345e-07,0.0006111495844875,6.111313602565972e-07,0.0006111313602565,Face-Based (JuNe),274.2717280453258
987,LDC_N380,54872000,47790,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,383237600.0,47.79,8.709359965009477e-07,0.0008709359965009,9.059629683627352e-07,0.0009059629683627,Cell-Based (JuNe),192.4608160703076
988,LDC_N380,54872000,47237,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,383237600.0,47.237,8.608579967925354e-07,0.0008608579967925,9.059629683627352e-07,0.0009059629683627,Cell-Based (JuNe),194.7139403433749
989,LDC_N380,54872000,47703,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,383237600.0,47.703,8.693504884093892e-07,0.0008693504884093,9.059629683627352e-07,0.0009059629683627,Cell-Based (JuNe),192.81182315577635
990,LDC_N400,64000000,80820,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,80.82,1.2628124999999998e-06,0.0012628125,1.261328125e-06,0.001261328125,Fused Face-Based (NeoN),132.75129918337046
991,LDC_N400,64000000,80725,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,80.725,1.261328125e-06,0.001261328125,1.261328125e-06,0.001261328125,Fused Face-Based (NeoN),132.90752554970578
992,LDC_N400,64000000,80705,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,80.705,1.261015625e-06,0.001261015625,1.261328125e-06,0.001261328125,Fused Face-Based (NeoN),132.94046217706463
993,LDC_N400,64000000,81967,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,81.967,1.280734375e-06,0.001280734375,1.276609375e-06,0.001276609375,Cell-Based (NeoN),130.89365232349604
994,LDC_N400,64000000,80079,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,80.079,1.2512343749999998e-06,0.001251234375,1.276609375e-06,0.001276609375,Cell-Based (NeoN),133.979695051137
995,LDC_N400,64000000,81703,Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,81.703,1.276609375e-06,0.001276609375,1.276609375e-06,0.001276609375,Cell-Based (NeoN),131.31659792174094
996,LDC_N400,64000000,181788,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,181.788,2.8404375e-06,0.0028404375,2.8400937499999997e-06,0.0028400937499999,Face-Based (NeoN),59.01907716680969
997,LDC_N400,64000000,181744,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,181.744,2.83975e-06,0.00283975,2.8400937499999997e-06,0.0028400937499999,Face-Based (NeoN),59.033365613170176
998,LDC_N400,64000000,181795,Face-Based,GPU,NeoN,1,gpu-nvidia-h200,447040000.0,181.795,2.8405468749999996e-06,0.002840546875,2.8400937499999997e-06,0.0028400937499999,Face-Based (NeoN),59.01680464259193
999,LDC_N400,64000000,39256,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,447040000.0,39.256,6.13375e-07,0.000613375,6.12796875e-07,0.000612796875,Face-Based (JuNe),273.3075198695741
1000,LDC_N400,64000000,39215,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,447040000.0,39.215,6.12734375e-07,0.000612734375,6.12796875e-07,0.000612796875,Face-Based (JuNe),273.59326788218794
1001,LDC_N400,64000000,39219,Face-Based,GPU,JuNe,1,gpu-nvidia-h200,447040000.0,39.219,6.12796875e-07,0.000612796875,6.12796875e-07,0.000612796875,Face-Based (JuNe),273.5653637267651
1002,LDC_N400,64000000,55316,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,447040000.0,55.316,8.643125000000001e-07,0.0008643125,8.84796875e-07,0.000884796875,Cell-Based (JuNe),193.95762528020825
1003,LDC_N400,64000000,55100,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,447040000.0,55.1,8.609375000000001e-07,0.0008609375,8.84796875e-07,0.000884796875,Cell-Based (JuNe),194.7179673321234
1004,LDC_N400,64000000,55236,Cell-Based,GPU,JuNe,1,gpu-nvidia-h200,447040000.0,55.236,8.630625e-07,0.0008630625,8.84796875e-07,0.000884796875,Cell-Based (JuNe),194.2385400825549
1005,LDC_N100,1000000,1263,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.263,1.2629999999999998e-06,0.001263,1.118e-06,0.001118,Face-Based (JuNe),131.87648456057008
1006,LDC_N100,1000000,1084,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.084,1.084e-06,0.001084,1.118e-06,0.001118,Face-Based (JuNe),153.6531365313653
1007,LDC_N100,1000000,1081,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.081,1.081e-06,0.001081,1.118e-06,0.001118,Face-Based (JuNe),154.0795559666975
1008,LDC_N100,1000000,1384,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,1.384,1.3839999999999998e-06,0.001384,1.3485e-06,0.0013485,Fused Face-Based (NeoN),120.34682080924856
1009,LDC_N100,1000000,1340,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,1.34,1.34e-06,0.00134,1.3485e-06,0.0013485,Fused Face-Based (NeoN),124.29850746268656
1010,LDC_N100,1000000,1342,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,1.342,1.342e-06,0.001342,1.3485e-06,0.0013485,Fused Face-Based (NeoN),124.11326378539492
1011,LDC_N100,1000000,1858,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.858,1.858e-06,0.001858,1.823e-06,0.001823,Cell-Based (JuNe),89.64477933261571
1012,LDC_N100,1000000,1771,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.771,1.771e-06,0.001771,1.823e-06,0.001823,Cell-Based (JuNe),94.04856013551664
1013,LDC_N100,1000000,1823,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,6940000.0,1.823,1.823e-06,0.001823,1.823e-06,0.001823,Cell-Based (JuNe),91.36588041689522
1014,LDC_N100,1000000,2110,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,2.11,2.1099999999999997e-06,0.00211,2.1099999999999997e-06,0.00211,Cell-Based (NeoN),78.93838862559242
1015,LDC_N100,1000000,2092,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,2.092,2.092e-06,0.002092,2.1099999999999997e-06,0.00211,Cell-Based (NeoN),79.61759082217974
1016,LDC_N100,1000000,2126,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,2.126,2.126e-06,0.002126,2.1099999999999997e-06,0.00211,Cell-Based (NeoN),78.34430856067733
1017,LDC_N100,1000000,3267,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,3.267,3.267e-06,0.003267,3.206e-06,0.003206,Face-Based (NeoN),50.98255280073462
1018,LDC_N100,1000000,3206,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,3.206,3.206e-06,0.003206,3.206e-06,0.003206,Face-Based (NeoN),51.952588895820334
1019,LDC_N100,1000000,3195,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,6940000.0,3.195,3.195e-06,0.003195,3.206e-06,0.003206,Face-Based (NeoN),52.13145539906103
1020,LDC_N300,27000000,15567,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,188460000.0,15.567,5.765555555555556e-07,0.0005765555555555,5.793333333333333e-07,0.0005793333333333,Face-Based (JuNe),290.5530930815186
1021,LDC_N300,27000000,15589,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,188460000.0,15.589,5.773703703703704e-07,0.0005773703703703,5.793333333333333e-07,0.0005793333333333,Face-Based (JuNe),290.1430495862467
1022,LDC_N300,27000000,15535,Face-Based,GPU,JuNe,1,gpu-nvidia-h100,188460000.0,15.535,5.753703703703704e-07,0.0005753703703703,5.793333333333333e-07,0.0005793333333333,Face-Based (JuNe),291.15159317669776
1023,LDC_N300,27000000,24687,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,188460000.0,24.687,9.143333333333334e-07,0.0009143333333333,9.176111111111112e-07,0.0009176111111111,Cell-Based (JuNe),183.21545752825375
1024,LDC_N300,27000000,24864,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,188460000.0,24.864,9.208888888888888e-07,0.0009208888888888,9.176111111111112e-07,0.0009176111111111,Cell-Based (JuNe),181.91119691119692
1025,LDC_N300,27000000,25740,Cell-Based,GPU,JuNe,1,gpu-nvidia-h100,188460000.0,25.74,9.533333333333332e-07,0.0009533333333333,9.176111111111112e-07,0.0009176111111111,Cell-Based (JuNe),175.72027972027973
1026,LDC_N300,27000000,26419,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,26.419,9.784814814814816e-07,0.0009784814814814,9.667777777777778e-07,0.0009667777777777,Fused Face-Based (NeoN),171.20405768575645
1027,LDC_N300,27000000,26362,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,26.362,9.763703703703702e-07,0.0009763703703703,9.667777777777778e-07,0.0009667777777777,Fused Face-Based (NeoN),171.57423564221227
1028,LDC_N300,27000000,26355,Fused Face-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,26.355,9.76111111111111e-07,0.0009761111111111,9.667777777777778e-07,0.0009667777777777,Fused Face-Based (NeoN),171.6198064883324
1029,LDC_N300,27000000,34952,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,34.952,1.2945185185185183e-06,0.0012945185185185,1.251148148148148e-06,0.0012511481481481,Cell-Based (NeoN),129.40718699931335
1030,LDC_N300,27000000,34174,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,34.174,1.2657037037037035e-06,0.0012657037037037,1.251148148148148e-06,0.0012511481481481,Cell-Based (NeoN),132.3532510095394
1031,LDC_N300,27000000,33911,Cell-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,33.911,1.255962962962963e-06,0.0012559629629629,1.251148148148148e-06,0.0012511481481481,Cell-Based (NeoN),133.3797292913804
1032,LDC_N300,27000000,58109,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,58.109,2.1521851851851854e-06,0.0021521851851851,2.144888888888889e-06,0.0021448888888888,Face-Based (NeoN),77.83716808067597
1033,LDC_N300,27000000,58020,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,58.02,2.148888888888889e-06,0.0021488888888888,2.144888888888889e-06,0.0021448888888888,Face-Based (NeoN),77.95656670113753
1034,LDC_N300,27000000,58027,Face-Based,GPU,NeoN,1,gpu-nvidia-h100,188460000.0,58.027,2.149148148148148e-06,0.0021491481481481,2.144888888888889e-06,0.0021448888888888,Face-Based (NeoN),77.94716252778879
1035,LDC_N100,1000000,1109,Fused Cell-Based,GPU,NeoN,1,,6940000.0,1.109,1.109e-06,0.001109,1.129e-06,0.001129,Fused Cell-Based (NeoN),150.18935978358883
1036,LDC_N100,1000000,1135,Fused Cell-Based,GPU,NeoN,1,,6940000.0,1.135,1.135e-06,0.001135,1.129e-06,0.001129,Fused Cell-Based (NeoN),146.7488986784141
1037,LDC_N100,1000000,1127,Fused Cell-Based,GPU,NeoN,1,,6940000.0,1.127,1.127e-06,0.001127,1.129e-06,0.001129,Fused Cell-Based (NeoN),147.79059449866904
1038,LDC_N100,1000000,2877,Global Face-Based,GPU,NeoN,1,,6940000.0,2.877,2.8769999999999997e-06,0.002877,2.8769999999999997e-06,0.002877,Global Face-Based (NeoN),57.89363920750782
1039,LDC_N100,1000000,2849,Global Face-Based,GPU,NeoN,1,,6940000.0,2.849,2.849e-06,0.002849,2.8769999999999997e-06,0.002877,Global Face-Based (NeoN),58.462618462618465
1040,LDC_N100,1000000,2836,Global Face-Based,GPU,NeoN,1,,6940000.0,2.836,2.836e-06,0.002836,2.8769999999999997e-06,0.002877,Global Face-Based (NeoN),58.73060648801128
1041,LDC_N10,1000,96,Fused Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.096,9.6e-05,0.096,0.0001025,0.1025,Fused Cell-Based (NeoN),1.6
1042,LDC_N10,1000,92,Fused Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.092,9.2e-05,0.092,0.0001025,0.1025,Fused Cell-Based (NeoN),1.6695652173913045
1043,LDC_N10,1000,90,Fused Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.09,8.999999999999999e-05,0.09,0.0001025,0.1025,Fused Cell-Based (NeoN),1.7066666666666668
1044,LDC_N10,1000,430,Global Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.43,0.00043,0.43,0.000473,0.473,Global Face-Based (NeoN),0.3572093023255814
1045,LDC_N10,1000,411,Global Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.411,0.0004109999999999,0.411,0.000473,0.473,Global Face-Based (NeoN),0.3737226277372262
1046,LDC_N10,1000,405,Global Face-Based,GPU,NeoN,1,gpu-nvidia-h200,6400.0,0.405,0.000405,0.405,0.000473,0.473,Global Face-Based (NeoN),0.3792592592592592
1047,LDC_N20,8000,96,Fused Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.096,1.2e-05,0.012,1.3625e-05,0.013625,Fused Cell-Based (NeoN),13.4
1048,LDC_N20,8000,93,Fused Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.093,1.1625e-05,0.011625,1.3625e-05,0.013625,Fused Cell-Based (NeoN),13.832258064516129
1049,LDC_N20,8000,93,Fused Cell-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.093,1.1625e-05,0.011625,1.3625e-05,0.013625,Fused Cell-Based (NeoN),13.832258064516129
1050,LDC_N20,8000,429,Global Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.429,5.3625e-05,0.053625,5.98125e-05,0.0598125,Global Face-Based (NeoN),2.9986013986013984
1051,LDC_N20,8000,414,Global Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.414,5.175e-05,0.05175,5.98125e-05,0.0598125,Global Face-Based (NeoN),3.1072463768115943
1052,LDC_N20,8000,407,Global Face-Based,GPU,NeoN,1,gpu-nvidia-h200,53600.0,0.407,5.0875e-05,0.050875,5.98125e-05,0.0598125,Global Face-Based (NeoN),3.1606879606879605
