ID,0,1,2,3,4,5,6
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.peak_sustained,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.peak_sustained,"47,104","47,104","47,104","47,104","47,104","47,104","47,104"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"111,077,333,333,333.33","108,828,571,428,571.44","115,681,637,795,275.59","113,043,972,946,859.89","116,568,094,868,914.95","116,579,282,993,394.53","116,439,144,443,778.86"
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_bf16_dst_fp32_sparsity_on.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.peak_sustained,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.peak_sustained,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.peak_sustained,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.peak_sustained,"47,104","47,104","47,104","47,104","47,104","47,104","47,104"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.peak_sustained_elapsed.per_second,"111,077,333,333,333.33","108,828,571,428,571.44","115,681,637,795,275.59","113,043,972,946,859.89","116,568,094,868,914.95","116,579,282,993,394.53","116,439,144,443,778.86"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_off.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.peak_sustained,"94,208","94,208","94,208","94,208","94,208","94,208","94,208"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.peak_sustained_elapsed.per_second,"222,154,666,666,666.66","217,657,142,857,142.88","231,363,275,590,551.19","226,087,945,893,719.78","233,136,189,737,829.91","233,158,565,986,789.06","232,878,288,887,557.72"
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp16_sparsity_on.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.peak_sustained,512,512,512,512,512,512,512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.peak_sustained,512,512,512,512,512,512,512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.peak_sustained,512,512,512,512,512,512,512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.peak_sustained,"23,552","23,552","23,552","23,552","23,552","23,552","23,552"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"55,538,666,666,666.66","54,414,285,714,285.72","57,840,818,897,637.80","56,521,986,473,429.95","58,284,047,434,457.48","58,289,641,496,697.27","58,219,572,221,889.43"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.peak_sustained,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.peak_sustained,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.peak_sustained,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.peak_sustained,"47,104","47,104","47,104","47,104","47,104","47,104","47,104"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"111,077,333,333,333.33","108,828,571,428,571.44","115,681,637,795,275.59","113,043,972,946,859.89","116,568,094,868,914.95","116,579,282,993,394.53","116,439,144,443,778.86"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.avg.peak_sustained,3.61,3.61,3.61,3.61,3.61,3.61,3.61
sm__ops_path_tensor_src_fp64.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.max.peak_sustained,3.61,3.61,3.61,3.61,3.61,3.61,3.61
sm__ops_path_tensor_src_fp64.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.min.peak_sustained,3.61,3.61,3.61,3.61,3.61,3.61,3.61
sm__ops_path_tensor_src_fp64.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.sum.peak_sustained,165.86,165.86,165.86,165.86,165.86,165.86,165.86
sm__ops_path_tensor_src_fp64.sum.peak_sustained_elapsed.per_second,"391,117,370,892.02","383,199,195,171.03","407,329,710,546.75","398,042,158,263.59","410,451,038,270.83","410,490,433,075.33","409,996,987,478.09"
sm__ops_path_tensor_src_fp64.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp64.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.avg.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_fp8_sparsity_off.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.max.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_fp8_sparsity_off.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.min.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_fp8_sparsity_off.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.sum.peak_sustained,"94,208","94,208","94,208","94,208","94,208","94,208","94,208"
sm__ops_path_tensor_src_fp8_sparsity_off.sum.peak_sustained_elapsed.per_second,"222,154,666,666,666.66","217,657,142,857,142.88","231,363,275,590,551.19","226,087,945,893,719.78","233,136,189,737,829.91","233,158,565,986,789.06","232,878,288,887,557.72"
sm__ops_path_tensor_src_fp8_sparsity_off.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_off.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.avg.peak_sustained,"4,096","4,096","4,096","4,096","4,096","4,096","4,096"
sm__ops_path_tensor_src_fp8_sparsity_on.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.max.peak_sustained,"4,096","4,096","4,096","4,096","4,096","4,096","4,096"
sm__ops_path_tensor_src_fp8_sparsity_on.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.min.peak_sustained,"4,096","4,096","4,096","4,096","4,096","4,096","4,096"
sm__ops_path_tensor_src_fp8_sparsity_on.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.sum.peak_sustained,"188,416","188,416","188,416","188,416","188,416","188,416","188,416"
sm__ops_path_tensor_src_fp8_sparsity_on.sum.peak_sustained_elapsed.per_second,"444,309,333,333,333.31","435,314,285,714,285.75","462,726,551,181,102.38","452,175,891,787,439.56","466,272,379,475,659.81","466,317,131,973,578.12","465,756,577,775,115.44"
sm__ops_path_tensor_src_fp8_sparsity_on.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_fp8_sparsity_on.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.avg.peak_sustained,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
sm__ops_path_tensor_src_int1.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.max.peak_sustained,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
sm__ops_path_tensor_src_int1.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.min.peak_sustained,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
sm__ops_path_tensor_src_int1.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.sum.peak_sustained,"753,664","753,664","753,664","753,664","753,664","753,664","753,664"
sm__ops_path_tensor_src_int1.sum.peak_sustained_elapsed.per_second,"1,777,237,333,333,333.25","1,741,257,142,857,143","1,850,906,204,724,409.50","1,808,703,567,149,758.25","1,865,089,517,902,639.25","1,865,268,527,894,312.50","1,863,026,311,100,461.75"
sm__ops_path_tensor_src_int1.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int1.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.avg.peak_sustained,"4,096","4,096","4,096","4,096","4,096","4,096","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.max.peak_sustained,"4,096","4,096","4,096","4,096","4,096","4,096","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.min.peak_sustained,"4,096","4,096","4,096","4,096","4,096","4,096","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.sum.peak_sustained,"188,416","188,416","188,416","188,416","188,416","188,416","188,416"
sm__ops_path_tensor_src_int4_sparsity_off.sum.peak_sustained_elapsed.per_second,"444,309,333,333,333.31","435,314,285,714,285.75","462,726,551,181,102.38","452,175,891,787,439.56","466,272,379,475,659.81","466,317,131,973,578.12","465,756,577,775,115.44"
sm__ops_path_tensor_src_int4_sparsity_off.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_off.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.avg.peak_sustained,"8,192","8,192","8,192","8,192","8,192","8,192","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.max.peak_sustained,"8,192","8,192","8,192","8,192","8,192","8,192","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.min.peak_sustained,"8,192","8,192","8,192","8,192","8,192","8,192","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.sum.peak_sustained,"376,832","376,832","376,832","376,832","376,832","376,832","376,832"
sm__ops_path_tensor_src_int4_sparsity_on.sum.peak_sustained_elapsed.per_second,"888,618,666,666,666.62","870,628,571,428,571.50","925,453,102,362,204.75","904,351,783,574,879.12","932,544,758,951,319.62","932,634,263,947,156.25","931,513,155,550,230.88"
sm__ops_path_tensor_src_int4_sparsity_on.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int4_sparsity_on.sum.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.avg,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.avg.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.avg.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.avg.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.max,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.max.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.max.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.max.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.min,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.min.peak_sustained,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.min.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.min.per_second,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.sum,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.sum.peak_sustained,"94,208","94,208","94,208","94,208","94,208","94,208","94,208"
sm__ops_path_tensor_src_int8_sparsity_off.sum.peak_sustained_elapsed.per_second,"222,154,666,666,666.66","217,657,142,857,142.88","231,363,275,590,551.19","226,087,945,893,719.78","233,136,189,737,829.91","233,158,565,986,789.06","232,878,288,887,557.72"
sm__ops_path_tensor_src_int8_sparsity_off.sum.per_cycle_elapsed,0,0,0,0,0,0,0
sm__ops_path_tensor_src_int8_sparsity_off.sum.per_second,0,0,0,0,0,0,0
